,O (DOL),O (DOL),O (FDE),O (FDE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.9611032531824618,0.978632046878157,5.051525560719337e-05,0.0001010305112143,1.4950495049504953,0.4130632451000203,0.409123055162659,0.4048797736916549,0.393715902202465,0.3188017781369975,0.3277429783794708,0.4231157809658518,0.4063952313598705,0.3273388563346131,0.3191553849262479,1.1326530612244898,1.073297635886037,0.6141644776722576
