,O (DOL),O (DOL),O (TFPG),O (TFPG),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.4745908264295818,0.4815619317033742,0.977823802788442,1.0449585774904016,0.5138916952919782,0.13012729844413,0.141594261466963,0.1409375631440695,0.1375530410183875,0.2397454031117396,0.240856738735098,0.3071327540917359,0.2887452010507172,0.2677813699737321,0.2656092139826229,0.7838957365124266,0.8125884016973124,0.3414831279046272
