,O (DOL),O (DOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,1.1278541119418064,1.1512931905435446,0.0205091937765205,0.0207617700545564,0.0208628005657708,0.0188927055970903,0.0189937361083047,0.0194988886643766,0.0194483734087694,1.085522327742978,0.2814710042432816,0.283946251768034,0.2853606789250355,0.2847544958577491,0.3000606183067287,0.3119822186300264,0.37022630834512,0.3829561527581329,0.3202162052939991,0.308749242271166,1.068599717114568,1.0771873105677912,0.5842594463527987
