,S(DMT),O(DMT),O(DMT),N(DMT),N(TFSI),O(TFSI),O(TFSI),O(TFSI),O(TFSI),O(DOL),O(DOL),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,2.745908264295815,1.384168518892706,1.3457264093756307,2.7726308345120203,0.5034855526368964,0.1312386340674884,0.1226510406142654,0.1337138815922408,0.1288139017983431,0.235653667407557,0.22443928066276,0.2249949484744392,0.2457062032733885,0.2936451808446151,0.268286522529804,0.2115073752273185,0.1908971509395838,0.7208021822590426,0.8673469387755105,1.5736512426752889
