,O (DOL),O (DOL),S (EMS),O (EMS),O (EMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.1302283289553445,0.1245201050717316,3.375732471206308,1.6795817336835743,1.689533239038189,0.0946150737522731,0.0207112547989492,0.0219236209335219,0.0231359870680945,0.0221256819559506,0.139220044453425,0.1489694887856134,0.1816528591634673,0.2125176803394623,0.166397251970095,0.1518993736108305,0.7712164073550211,0.9224085673873512,1.4077591432612648
