,O (DOL),O (DOL),O (TEGDME),O (TEGDME),O (TEGDME),O (TEGDME),O (TEGDME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.2838957365124269,0.2672762174176603,0.9150333400687016,0.7979389775712267,0.781723580521317,0.6338149121034552,0.6399272580319256,0.1349262477268134,0.028743180440493,0.0355122246918569,0.0315720347544958,0.0339967670236411,0.1809456455849667,0.1855930491008284,0.2249444332188321,0.2516164881794301,0.2049909072539906,0.2018589614063446,0.8229440290967871,0.8708830066680137,0.137906647807638
