,O (DOL),O (DOL),C (CYC),C (CYC),C (CYC),C (CYC),C (CYC),C (CYC),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,1.0589513032935942,1.088856334613053,0.0001515457668215,5.051525560719337e-05,0.0001010305112143,0.0001010305112143,5.051525560719337e-05,0.0001010305112143,1.2192867245908263,0.33405738533037,0.3367852091331583,0.3347140836532635,0.3260759749444334,0.3104162457062032,0.3158718933117803,0.4212467165083855,0.4258941200242473,0.3227419680743587,0.3120832491412407,1.143513841180036,1.108203677510608,0.5859769650434431
