,O (DOL),O (DOL),O (MeTHF),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.6790260658718934,0.6813497676298242,1.2382804606991302,0.7816730652657099,0.2037280258638108,0.203778541119418,0.2175186906445746,0.1931198221863001,0.2548999797938978,0.2579308951303294,0.2871792281268944,0.3164275611234595,0.2741968074358457,0.2677813699737322,0.8348151141644774,0.792988482521721,0.3850272782380278
