,O (DOL),O (DOL),O (EiPS),O (EiPS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.2648009698929077,0.2970297029702972,1.401040614265508,1.4585774904021027,0.196958981612447,0.0480400080824409,0.0474843402707618,0.0456657910689028,0.0513234996969084,0.1827641947868255,0.1910486967064054,0.2272681349767629,0.2174681753889673,0.1887755102040816,0.1775106082036775,0.8556779147302482,1.309001818549202,1.3503738128914928
