,O (DOL),O (DOL),S (DPS),O (DPS),O (DPS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.2791473024853507,0.3097595473833099,2.6797837947060064,1.3252172155991109,1.353202667205495,0.2988482521721561,0.0670337441907455,0.0628914932309557,0.0854212972317639,0.0737017579308951,0.19438270357648,0.2101939785815315,0.2547989492826834,0.2710143463325925,0.223631036573045,0.198575469791877,0.9196807435845626,1.0610729440290965,1.3966457870276816
