,O (DOL),O (DOL),S (DMDS),S (DMDS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,1.154677712669226,1.1995857749040215,0.0963831076985249,0.094059405940594,0.8795211153768441,0.2504546373004648,0.2253485552636895,0.2228227924833298,0.2336330571832693,0.287330773893716,0.2975853707819765,0.3798242069104873,0.3639119013942212,0.2918771468983633,0.2836431602343908,0.952566174984846,0.9772681349767636,0.4971711456859971
