,O (DOL),O (DOL),N (PrN),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.3080420286926653,0.3061729642351991,2.773085471812484,0.1905435441503334,0.0428874520105071,0.5203071327540918,0.0475853707819761,0.0438472418670438,0.1771570014144272,0.1847342897555061,0.2498989694887856,0.3059203879571632,0.2035764800969892,0.193069306930693,0.9381188118811884,0.9815619317033748,0.1354819155384926
