,O (DOL),O (DOL),N (Me-Im - i),N (Me-Im),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.3734087694483735,0.3520408163265305,2.801374014952513,2.724035158617905,0.1583653263285512,0.0396039603960396,0.0416750858759345,0.0374823196605374,0.0393513841180036,0.162204485754698,0.1674075570822389,0.0152050919377652,0.0179329157405536,0.1605374823196606,0.154374621135583,0.8879571630632446,0.8492624772681343,0.0715296019397857
