,O (DOL),O (DOL),O (DIPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.9466053748231964,0.977015558698727,0.1542230753687614,1.2181753889674685,0.3310264699939382,0.3367346938775512,0.3251667003435038,0.3381491210345526,0.3093554253384523,0.3167306526571025,0.3959890887047889,0.386896342695494,0.3258739139220045,0.3167811679127099,1.1637199434229135,1.1202768236007274,0.5967872297433829
