,O (DOL),O (DOL),N (ACN),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.2154980804202869,0.2125681955950697,3.094160436451807,0.1400788037987472,0.0252071125479894,0.0241968074358456,0.0280359668619923,0.02429783794706,0.1635683976560922,0.1758436047686401,0.0082339866639725,0.2769751464942415,0.1713982622752071,0.1601333602748031,0.7859668619923216,0.7889977773287531,0.0777934936350778
