,O (DOL),O (DOL),O (MA-i),O (MA),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.5949686805415235,0.5894625176803392,1.6165386946857954,1.5570822388361287,0.7663164275611238,0.1914023034956556,0.1987270155586986,0.2101939785815315,0.2022630834512022,0.2919781774095779,0.2980905233380482,0.3355728429985857,0.3291068902808649,0.2970802182259044,0.2905132349969692,0.8162760153566374,0.8026874115983027,0.4983835118205696
