,O (DOL),O (DOL),O (EEE),O (EEE),O (EEE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.4022024651444737,0.3991210345524347,1.1778136997373214,0.7398969488785615,0.8056678116791272,0.311628611840776,0.0707718731056779,0.0762275207112548,0.0763285512224692,0.0885532430794099,0.2071125479894927,0.20877955142453,0.2452515659729238,0.2280763790664779,0.2054960598100625,0.2036269953525964,0.8239038189533239,0.8603253182461101,0.1569003839159427
