,O (DOL),O (DOL),P (TEP),O (TEP-i),O (TEP-i),O (TEP-i),O (TEP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.6498787633865428,0.6431097191351789,1.4501414427157002,1.4631238634067505,1.465902202465147,1.464992927864217,1.4419074560517284,0.6244695898161244,0.1645281875126288,0.1687714689836331,0.1611436653869469,0.1605374823196605,0.2402000404122044,0.2461608405738531,0.0512729844413012,0.0477369165487977,0.2543948272378257,0.250252576278036,0.0231865023237017,0.0346029500909274,0.3153162255001012
