,O (DOL),O (DOL),O (DME),O (DME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.2921802384320064,0.2993028894726209,1.5487977369165482,1.547029702970296,0.2766720549605982,0.0716306324510002,0.0719337239846433,0.0748636088098606,0.0719842392402505,0.2172661143665386,0.2211052737926853,0.2650030309153365,0.2369165487977368,0.2147908668417862,0.20877955142453,0.802788442109517,0.7926348757324714,0.1895332390381895
