,O (DOL),O (DOL),O (DMA),N (DMA),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.4190745605172761,0.4044251363911902,2.4805516265912315,2.5160638512830857,0.2064558496665992,0.0497070115174782,0.0516265912305516,0.0514245302081228,0.0537987472216609,0.2163063245100019,0.2220145483936147,0.0178824004849464,0.0113659325116185,0.2143362295413213,0.2099919175591026,0.975853707819762,0.9780763790664782,0.1999393816932713
