,O (DOL),O (DOL),O (DTFEG),O (DTFEG),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.710193978581532,0.7160537482319664,0.5939583754293798,0.593453222873308,0.8156193170337439,0.220246514447363,0.2245908264295817,0.2020610224287734,0.2230248535057586,0.2825318246110327,0.2856132552030714,0.3139017983430998,0.3055667811679128,0.2788442109517075,0.2742473226914528,0.8631541725601133,0.8554253384522124,0.45140432410588
