,O (DOL),O (DOL),O (DMI),N (DMI),N (DMI),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.4822691452818752,0.4845423317841988,2.2460092948070325,2.260810264699939,2.262628813901798,0.2666700343503738,0.0612244897959183,0.0687512628813902,0.0620327338856334,0.065063649222065,0.2282279248332996,0.2362598504748434,0.2768236007274198,0.250505152556072,0.2128712871287127,0.2076177005455647,0.9423620933521926,0.9299858557284298,0.2370175793089512
