,O (DOL),O (DOL),O (TFEG),O (TFEG),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.4796928672459085,0.4628207718731056,1.0212164073550205,1.0830470802182242,0.5163164275611232,0.1477571226510406,0.1427561123459285,0.1320973934128106,0.1370478884623156,0.2574762578298646,0.2602040816326531,0.2731359870680947,0.2562638916952921,0.2368155182865224,0.2334309961608405,0.7713174378662353,0.7803596686199229,0.3125884016973127
