,O (DOL),O (DOL),O (DEGDBE),O (DEGDBE),O (DEGDBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.633461305314205,0.5672358052131742,0.7307031723580522,0.7410587997575265,0.834158415841585,0.5205091937765207,0.1375025257627803,0.143665386946858,0.1439179632248939,0.1188118811881187,0.2379268539098807,0.2423721964033137,0.2689432208526977,0.2521216407355021,0.229137199434229,0.2271671044655484,0.8028389573651242,0.8520913315821373,0.2621741766013337
