,O (DOL),O (DOL),O (TFETFE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.9890887047888464,0.9519599919175588,5.051525560719337e-05,1.4722166094160447,0.3946756920590017,0.4044251363911903,0.4088199636290159,0.4206910486967064,0.3202667205496062,0.3314811072944031,0.4652960193978586,0.4286219438270359,0.3300161648817943,0.3226914528187513,1.0778945241462916,1.1271468983633055,0.6216407355021218
