,O (DOL),O (DOL),O (TTE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.9802990503131948,0.9526166902404528,5.051525560719337e-05,1.462719741361891,0.4017983430996159,0.4000808244089713,0.3897251970094968,0.39740351586179,0.3274904021014346,0.3402707617700547,0.428925035360679,0.4357951101232571,0.3394120024247326,0.327793493635078,1.0714285714285707,1.16720549605981,0.6485148514851488
