,O (DOL),O (DOL),O (TFEiBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
0,0.9906546777126696,1.0111638714891895,5.051525560719337e-05,1.3907355021216414,0.3867953121842795,0.381945847645989,0.3821984239240252,0.3810870883006668,0.319711052737927,0.3331481107294402,0.3908365326328549,0.4525661749848453,0.3278440088906851,0.3211254798949285,1.1623055162659126,1.1335623358254197,0.6147706607395436
